-19.322;  0.1513;41.617;42.201;-64.238;-37.465;-91.949;135.396;-25.397;18.816;7;7
77.361;56.632;122.363;  0.9981;-81.249;-80.402;60.062;-56.747;  0.4387;-107.983;2;2
-12.587;75.206;-0.3082;-17.593;30.250;-19.844;-0.7624;11.237;-15.061;-39.666;1;1
139.357;-150.208;36.017;-45.807;-69.987; -0.0805;50.108;13.150; -0.3099;15.376;0;0
-40.117; -0.1488;-20.814;-12.331;125.194;-42.920;-43.011;13.156;-44.066;72.632;4;4
-34.486;104.423; -0.2417; -0.6684;39.329;-53.781;-37.607;46.608;-13.622;-41.060;1;1
-108.118;36.368;-38.143;-28.479;131.265;-37.578;-41.552;  0.4123;24.488;54.612;4;4
-64.747;-43.904; -0.1752;33.004;24.640; -0.1193;-107.516;-16.301;71.379;120.259;9;9
  0.0383;-113.298;-63.812;-43.035;-23.534;137.130;62.179;-25.161;40.154;32.952;5;5
-89.575;-79.136;-27.359;27.223;39.698;-47.580;-87.689;71.544;59.411;132.332;9;9
161.357;-156.249;69.668; -0.6585;-133.626;14.717;  0.0064; -0.6314;27.282;29.431;0;0
45.085;-101.307;-34.591;-14.750;-52.745;71.330;138.220;-65.963;53.077;-40.738;6;6
-93.645;-57.372;-37.571;40.987;91.857;-44.075;-93.983;48.039;19.562;128.005;9;9
124.377;-163.426;  0.3621;-48.305;-70.020;  0.2965;13.474;28.599;50.031;36.948;0;0
-56.951;127.978;-46.267;21.776;16.708; -0.0137;-29.427; -0.5344;13.938;-50.043;1;1
-41.621;-37.434;  0.5668;59.246;-99.966;117.555;19.699;-11.996;31.751;-35.350;5;5
-42.241;-52.002;-27.470;  0.1948;57.599;-38.798;-82.039;59.438; -0.2452;127.229;9;9
  0.8663;-60.264;66.621;64.102;-120.001;-40.077;-101.750;188.060;-48.138;45.269;7;7
-51.753;-38.900;59.054;94.467;-60.294;15.468;-14.075;-18.375;51.012;-30.674;3;3
-66.066;18.194;-17.872;  0.4560;128.562;-20.070;-44.939;13.553;-43.767;31.987;4;4
-29.118;-13.666;-37.716;41.908;  0.8587;-27.303;-107.128;61.785;  0.8379;106.305;9;9
21.712;-97.202;-45.583;  0.6824;-24.488;105.154;134.805;-97.192;29.935;-34.270;6;6
32.621;-70.554;-81.005;-20.041;25.710;78.696;111.896;-70.967;  0.6195; -0.6107;6;6
-25.665;-65.510;-61.460;39.919;  0.0157;134.218;38.732;-88.215;18.759;21.936;5;5
-27.998;-0.0113;-29.422;-22.371;87.191; 0.3731;-14.911;-0.8061;-17.041;34.903;4;4
194.750;-179.427;98.871;-101.533;-70.979;-70.260;19.804;24.234;42.255;  0.8185;0;0
 0.9108; 0.1196;29.762;16.584;-27.255;-24.251;-94.791;79.913;-21.922;34.892;7;7
-92.747;-28.051;-25.961;  0.7757;221.843;-42.608;-67.793;-17.219;-41.248;87.440;4;4
178.523;-102.138;96.415;  0.7046;-156.855;-34.199;-28.839;32.710;30.030;-42.311;0;0
-39.311;117.180;-48.353; -0.3612;38.736;16.024;-37.119; -0.7101;-10.875;-29.952;1;1
-94.633;-88.870;-23.962;214.761;-75.810;41.583;-88.260;  0.6272;34.911;80.762;3;3
-30.117;85.209;-40.394; 0.8445;29.467; 0.7440;-37.695;-28.202;10.722;-0.3917;1;1
-104.002;-58.054;  0.5725;188.011;-34.155;58.696;-31.595;-11.876; -0.1026; -0.3564;3;3
38.811;-48.867;29.444;-45.562;124.843;-12.452;29.160;-66.617;-49.607;  0.3249;4;4
-80.584;18.124;90.105;63.925;-100.053;-96.313;-149.248;228.439;12.976;12.924;7;7
15.125;23.998;174.577;  0.3824;-95.208;-61.109;-59.418;-18.007;29.732;-18.674;2;2
-32.577;37.142;71.464;  0.2365;-33.022;-75.919;-84.170;129.174;-17.463;  0.2815;7;7
-43.000;124.842;-47.792; -0.8491;28.749;  0.6079;-49.869;  0.3106;  0.7216;-28.572;1;1
30.449; 0.7968;74.405;33.984;-80.030;-27.582;-0.2665;-19.379;32.445;-47.611;2;2
-53.901;110.520;-30.431;21.874;  0.9235;-49.541; -0.8556;30.169;15.857;-55.211;1;1
 0.1936;60.743;-16.953;-0.9276;13.958; 0.9609;-0.2108;-22.884;-10.677;-21.216;1;1
-35.686;12.770;69.694;33.956;-40.572;-31.894;-87.929;92.938;-14.775; 0.3949;7;7
-116.041;38.408;-101.848;14.236;157.075;-54.532;-49.757;42.527;-11.101;90.301;4;4
-15.538;65.184;72.658;-22.080;29.064;-37.354;-0.9825; 0.7064;-26.020;-63.339;2;2
-59.018;-15.821; -0.2412;122.655; -0.5840;59.649;-17.627;-55.094; -0.9499;-12.999;3;3
-13.563;-67.723;-47.521;18.852;-43.069;103.642;15.702;-21.953;34.718;16.768;5;5
-96.055;126.657;-17.805;54.133;32.839;  0.0611;-79.364;-49.431;44.126;-17.353;1;1
14.438;10.917;72.961;14.602;-0.8273;-21.727;-0.8937;-32.971; 0.1695;-39.652;2;2
-194.397;16.640;-78.357;56.489;247.252;-75.700;-121.670;19.237; -0.9389;137.507;4;4
-58.852; -0.9660;-50.779;-53.603;176.084;-33.033;-35.516;-11.804;-35.976;107.929;4;4
38.553;-24.751;-23.883; -0.4927; -0.7945;36.117;127.157;-82.216;13.202;-70.302;6;6
-56.019;-50.951;93.720;211.490;-158.152;-24.457;-90.243;17.903;41.435;21.025;3;3
-84.984;-80.313;-73.532;67.230;11.416;150.314;  0.1981;-43.287;25.887;32.074;5;5
-46.980;-34.653;-33.944;27.079;-20.198;81.457;18.693;-35.251;27.233;13.125;5;5
78.701;-158.776;-125.909;-28.534;-55.264;144.552;218.053;-188.193;120.327;-25.567;6;6
102.507;-48.122;10.830;-50.381;-38.254;  0.9771;13.663;-24.011;41.146;-33.437;0;0
-112.435;-30.166;-57.725; -0.7777;222.048;13.379;-56.660;17.108;-62.715;73.002;4;4
-12.366;86.723; 0.6776;-0.8153;30.309;-39.268;-30.818;19.333;-12.478;-40.764;1;1
