0.9013;-88.804;22.784;49.593;-43.728;0.9150;-91.324;134.343;-0.9507;26.203;7;7
44.334;0.1249;119.230;54.852;-105.531;65.276;78.381;-176.024;31.932;-118.242;2;2
-60.852;66.519;19.925;0.5609;-22.097;-0.4277;0.2225;-0.6309;0.4126;-14.785;1;1
121.084;-126.796;14.060;-12.465;-85.896;52.260;25.589;33.660;0.6170;-17.414;0;0
-44.455;-53.007;0.0583;-26.968;73.145;-17.006;-0.7128;27.689;0.7115;45.668;4;4
-73.416;81.581;14.778;14.308;-30.271;-13.989;-19.900;0.4518;14.497;-0.0708;1;1
-68.747;-58.723;-75.746;-19.287;93.029;38.202;-21.145;0.9422;46.316;53.518;4;4
-112.239;22.201;-17.444;-0.7398;33.498;20.690;-26.086;-0.4811;13.417;70.433;9;9
16.701;-55.461;19.780;-85.995;48.823;28.579;105.038;-79.383;0.4254;-0.4191;6;5
-33.762;-68.765;-77.959;-65.126;66.194;-19.237;-22.180;73.480;38.955;118.940;9;9
101.892;-70.982;46.807;36.910;-75.573;66.751;-0.9695;-42.249;35.872;-86.612;0;0
-22.120;14.796;19.000;-0.0860;0.0228;-0.6440;65.429;-59.379;28.171;-42.946;6;6
-25.309;-93.214;-35.549;-26.969;59.247;-0.4026;-28.784;56.602;17.613;91.399;9;9
113.084;-106.431;-0.3446;-17.941;-53.653;54.056;-43.906;0.9377;41.531;20.235;0;0
-114.750;91.209;16.010;36.595;-32.087;-11.118;-0.4683;-15.795;19.003;0.2769;1;1
-18.386;-0.9189;0.5343;36.662;-19.326;73.321;-51.403;-19.525;30.236;-37.827;5;5
-23.731;-86.995;-13.186;-33.175;49.485;-21.774;-28.284;60.742;24.569;84.376;9;9
21.991;-105.316;32.948;79.875;-62.777;0.7287;-96.191;159.440;-22.260;0.5941;7;7
-56.966;-0.8173;25.075;55.058;-11.119;43.244;14.950;-44.017;0.7732;-30.356;3;3
-39.213;-56.279;-28.885;-19.833;95.525;0.6616;0.1384;0.4152;-0.8575;46.686;4;4
-22.220;-53.632;-94.026;-0.2435;40.266;13.732;-92.848;83.828;28.438;106.615;9;9
-26.884;-57.826;19.614;-17.998;30.789;43.704;98.119;-90.188;17.242;-22.798;6;6
-82.223;16.297;0.6081;-23.013;51.080;-45.384;58.395;14.904;-0.1235;0.4146;6;6
10.861;-72.408;0.2574;-11.229;24.605;73.125;36.711;-62.574;0.9405;-14.834;5;5
-46.755;-24.971;-14.553;-14.608;65.201;-0.5711;-16.058;36.192;-21.415;42.934;4;4
203.625;-194.312;0.3135;-79.743;-41.609;81.078;87.824;-26.829;33.820;-55.038;0;0
0.4574;-41.699;-26.264;14.670;-25.348;16.746;-73.534;99.553;-0.6728;42.482;7;7
-45.833;-74.270;-18.990;-25.805;101.313;10.437;-10.842;11.144;0.0662;53.220;4;4
136.382;-131.008;33.269;36.227;-92.898;47.631;-39.120;13.513;36.585;-19.908;0;0
-89.282;49.753;10.550;18.026;-12.740;25.302;0.9675;-32.256;23.362;-14.352;1;1
-44.112;-40.047;-17.072;79.187;-47.293;48.871;-60.800;50.622;0.6272;25.351;3;3
-92.176;53.763;0.0069;27.274;-0.8058;0.8598;-14.768;-0.2471;0.8203;10.115;1;1
-40.828;-34.006;0.7134;87.383;-0.2843;70.008;-40.179;-66.746;28.232;-0.9540;3;3
69.119;-107.040;19.881;-72.457;33.203;56.621;61.260;-47.533;11.003;-22.519;0;4
